customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3993-LIZRM,Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.05,867.26,No
5154-NJCGR,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.19,2590.72,Yes
4120-YFYLS,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.16,3768.54,Yes
2026-ZCRKF,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),112.13,1486.54,Yes
1684-EZCSQ,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),69.68,2346.1,Yes
2525-COQMN,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.06,493.78,Yes
6789-ZPYKQ,Male,0,No,Yes,56,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.04,4963.52,Yes
6108-ORPNN,Male,0,Yes,No,16,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,66.77,1079.12,No
5268-AFWKK,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,84.73,3249.27,No
1760-PXZCY,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,81.27,3916.72,Yes
3492-VNZBZ,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,83.34,1967.1,Yes
3552-IHKGV,Female,1,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,88.96,4876.99,Yes
8617-DZWNM,Female,1,No,No,17,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,93.35,1580.32,Yes
6237-YMMEL,Female,0,No,No,47,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.38,2804.08,No
4097-VNHXV,Male,1,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.45,5687.77,No
9935-GQUKZ,Female,0,Yes,No,34,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.5,2542.58,No
6068-JUZNI,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.44,91.32,Yes
2318-ZRPHP,Male,0,No,No,45,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,63.04,2778.88,No
9498-OYOFI,Male,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.05,439.43,No
6976-GZHRU,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.54,887.28,No
2039-OCAMV,Female,0,Yes,Yes,44,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.43,2327.87,No
1703-LIBIH,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.63,912.06,No
5996-MBJZF,Female,0,No,No,59,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),59.72,3500.26,No
6862-CNPFV,Female,0,No,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.54,904.82,Yes
1243-OQXRX,Female,0,No,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.04,2151.77,Yes
8938-XFQWM,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.67,805.57,No
2141-QUPQA,Female,0,No,Yes,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.83,3575.62,No
6999-FHABO,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.96,1539.61,No
3852-XTOUJ,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,91.03,1083.83,Yes
3469-UORNJ,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.7,4445.14,No
4165-DKTGO,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.79,2836.52,Yes
6992-OZLRF,Female,1,Yes,No,70,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,63.63,4501.77,No
2407-RYRVX,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),69.05,827.06,No
8589-OSEDQ,Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.29,643.84,No
2545-LEGLW,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,101.69,7322.07,Yes
7003-QMEET,Male,0,No,Yes,17,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,72.55,1210.61,No
9811-GFJSP,Male,1,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.71,1188.87,No
7814-DIZEA,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.95,3032.57,Yes
8594-SYWCA,Male,1,No,Yes,60,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.93,4087.67,No
7619-PGEMK,Female,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.8,7082.01,No
1789-QWLUW,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,77.09,1439.17,Yes
1820-USEXH,Female,0,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.32,4381.63,No
3369-QBWCX,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.54,951.46,No
2907-ZZXRO,Female,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),105.59,3596.66,No
1181-QNANI,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.36,1113.57,No
1989-DACTK,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.71,1533.86,No
5847-KUJLE,Male,0,Yes,No,20,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,65.57,1320.56,No
5681-XMSGP,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.71,563.44,Yes
4196-FJJZK,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,99.83,2632.41,Yes
7665-YNOGM,Male,0,No,Yes,7,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,80.67,586.47,Yes
7090-GKNQP,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),99.17,2087.52,No
3536-JSOPK,Female,1,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.37,824.42,No
5634-XYQSM,Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),81.16,1838.04,No
5063-FOPDH,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.63,3763.7,No
1958-YGQPB,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,92.21,3429.03,No
7520-DZNHE,Male,0,No,Yes,72,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.07,4556.2,No
8807-EECFA,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,70.98,984.03,No
1135-MTFRR,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),93.38,958.14,No
9560-HOZJA,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.88,410.77,No
5808-QTYAI,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.27,1202.13,Yes
8117-XEFED,Female,0,No,No,17,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.72,1081.17,No
7971-PPJNM,Male,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.9,1247.64,No
6435-DNZXX,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.39,2456.2,No
6768-CJOXS,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,99.96,341.15,No
8105-BIDEB,Female,0,No,No,26,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),46.65,1203.11,Yes
1741-WPNLF,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.47,277.21,No
9725-MOXNH,Male,1,No,Yes,34,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,86.16,2926.72,No
8508-TKUIL,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.04,564.67,No
3034-CAOOE,Female,0,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,437.51,No
7197-XKYWA,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),63.64,1356.43,No
4256-TKGYQ,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.39,675.69,No
3859-ZYDLX,Male,1,No,No,31,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),82.7,2575.51,No
3050-RLXXS,Male,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.43,136.3,No
8695-HFJYJ,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,78.74,2178.17,No
3981-HRQZJ,Female,0,No,No,44,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,52.43,2305.22,No
7209-LTJIP,Male,0,No,Yes,40,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,49.78,1997.64,No
7054-IYYXF,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,82.51,820.39,No
8546-JGRKA,Female,0,No,No,16,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.92,1242.52,Yes
7652-UXSWE,Male,0,Yes,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,48.32,1654.62,No
4451-ZXFVG,Male,0,No,No,70,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,48.61,3399.5,No
4062-DZPJZ,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,67.97,4883.59,No
1718-MHVMX,Female,0,No,Yes,43,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.98,2887.48,No
3854-QDGPY,Female,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,98.44,3147.7,Yes
3977-UYYVW,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,32.8,518.63,No
4480-NNZHZ,Male,0,No,No,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.91,1706.37,Yes
4493-VGGBY,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,89.59,1343.15,No
2251-MJIOL,Male,0,No,No,49,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.61,3632.11,Yes
4166-JSUEG,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),98.97,3469.54,Yes
2147-TKPMD,Male,0,Yes,No,51,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.81,3777.9,No
8215-MAVDO,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.33,563.97,No
1121-ZUYPD,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,67.34,791.78,Yes
8326-KYEZM,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.92,859.61,Yes
4499-WCDJI,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,95.14,3128.78,No
4468-ALKUH,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,74.7,2700.44,No
8769-WNNTW,Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.01,495.68,No
2904-VYSTX,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),82.57,712.1,Yes
1027-UUQFN,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.91,5529.62,Yes
3832-FEMPU,Female,0,Yes,Yes,42,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.99,2390.49,No
6758-JZMSP,Female,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,92.81,6139.2,No
4536-PNPXO,Male,0,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,255.13,No
4914-EXXKB,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,95.93,1719.4,Yes
3642-ZZQSL,Female,0,Yes,No,11,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),69.13,797.58,No
2619-WYELP,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.17,3676.71,No
2728-BJBYJ,Female,1,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.17,2531.05,Yes
2713-AELQY,Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.52,1835.33,Yes
1114-RMVCU,Female,1,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.99,1216.72,No
1425-NHJBM,Male,0,No,No,24,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),52.52,1241.66,No
5106-XAZJM,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.21,452.42,Yes
9795-DUJLN,Female,0,No,No,71,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.63,4974.72,No
5801-SKUGR,Male,0,No,No,9,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.86,582.83,No
9973-GVGWI,Female,1,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),105.32,201.71,Yes
2341-LFZXG,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,97.93,503.41,Yes
9707-PGHHT,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,86.33,485.35,Yes
7457-YCISM,Female,0,Yes,No,32,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),49.55,1577.32,No
3086-TUOSB,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,833.18,No
4047-WWHMA,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,95.37,1794.67,Yes
9471-JUXIB,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.31,723.17,Yes
8602-VYNJJ,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.75,826.71,Yes
8181-MFUMC,Male,0,No,Yes,9,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,44.46,379.91,Yes
6371-TMWWS,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,3519.01,No
7223-DCOOR,Female,0,No,No,59,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,67.77,3990.51,No
8091-EHYWJ,Female,1,No,No,65,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.23,5149.96,Yes
2248-KCUCO,Female,0,Yes,No,19,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,69.29,1351.13,No
5848-RHWMJ,Male,1,No,No,51,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),58.19,2995.27,No
4138-TNMCM,Female,1,No,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,66.2,3756.49,No
4768-WIYPW,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),92.01,2039.47,No
6558-HLZLS,Male,0,No,Yes,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,63.95,4615.01,No
6335-QOVRG,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,56.51,4054.08,No
4660-SPKZE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,69.04,271.01,Yes
3720-PEYYG,Female,1,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,76.9,2192.06,No
4357-IDSTO,Female,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.84,3038.86,Yes
2958-XREUY,Male,0,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,117.09,Yes
9540-MCFZL,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.38,1148.72,No
2204-RRDTW,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.41,2845.39,No
9923-NAKVI,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.51,2604.2,No
6905-EJOJP,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),98.84,1484.23,Yes
6859-DHFWK,Male,1,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.78,306.22,No
8320-MSKBC,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),86.65,3820.82,No
1535-MYJEX,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.31,1046.9,No
8114-WNYTO,Female,1,No,Yes,41,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,63.63,2600.28,No
1712-HOWAB,Male,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.44,624.56,No
7472-UQIAH,Female,0,Yes,Yes,20,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.62,1234.12,Yes
6124-KFQRW,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,88.63,2078.83,Yes
3449-EYESM,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.26,3108.76,Yes
3253-ZHCDJ,Male,0,Yes,No,27,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.61,1896.47,No
2086-WLTTO,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,100.35,3722.65,Yes
8084-LHVVI,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,82.18,587.41,Yes
5467-IQYAW,Male,0,No,No,38,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,55.99,2146.97,No
9709-GIJDP,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.75,915.55,No
6928-CZIQN,Male,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.03,4598.34,Yes
7532-ZUAAC,Male,1,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.96,561.82,No
6384-WFIDT,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.24,457.98,No
1303-WFTWN,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.25,893.55,No
6724-IGRJB,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.18,335.1,No
5133-WITHJ,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),103.17,1296.84,Yes
7671-OMRFT,Female,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.01,2384.7,Yes
9855-IRGWX,Male,0,No,Yes,11,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.65,642.31,No
3588-EKMCA,Male,0,No,No,48,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),105.02,5033.83,No
4186-RFWJG,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.97,3246.28,Yes
3987-HMRNK,Female,1,No,No,36,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,39.23,1409.16,Yes
1780-VJLAR,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,76.35,2821.74,No
5492-YXDFR,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,105.83,3406.45,No
6979-EREGW,Female,0,No,Yes,9,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,60.94,536.18,Yes
9392-CLTYN,Female,0,Yes,Yes,39,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,47.85,1873.53,No
7664-LDEIG,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,59.64,740.94,No
1365-TVQAY,Male,0,No,No,31,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),68.36,2112.58,Yes
9366-XOAOB,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,72.16,1628.83,Yes
1956-DQPRU,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),95.74,1047.9,No
5911-HFVTB,Male,1,Yes,Yes,2,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,63.17,151.06,Yes
7005-UFFMA,Male,1,Yes,No,15,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,62.9,943.5,Yes
2140-XIVLL,Female,1,No,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.24,525.67,No
